0,3.252153,-3.709717,-6.961870,0.228782,5.107011,-5.335793,21.517835,36.014760,-22.011070,-13.350554,28.868389,5.364084
0.0005,3.253383,-3.706027,-6.959410,0.226322,5.106396,-5.332718,21.520295,36.017220,-22.007380,-13.346863,28.872079,5.369004
0.001,3.253383,-3.704797,-6.958180,0.225707,5.105781,-5.331488,21.521525,36.018450,-22.003690,-13.344403,28.876999,5.373924
0.0015,3.254613,-3.703567,-6.958180,0.224477,5.106396,-5.330873,21.522755,36.018450,-22.002460,-13.343173,28.880689,5.376384
0.002,3.255843,-3.703567,-6.959410,0.223862,5.107626,-5.331488,21.522755,36.019680,-22.002460,-13.343173,28.884379,5.377614
0.0025,3.258303,-3.703567,-6.961870,0.222632,5.110086,-5.332718,21.522755,36.018450,-22.003690,-13.344403,28.883149,5.376384
0.003,3.258303,-3.703567,-6.961870,0.222632,5.110086,-5.332718,21.521525,36.017220,-22.006150,-13.345633,28.881919,5.375154
0.0035,3.257073,-3.703567,-6.960640,0.223247,5.108856,-5.332103,21.521525,36.017220,-22.007380,-13.346863,28.879459,5.375154
0.004,3.257073,-3.702337,-6.959410,0.222632,5.108241,-5.330873,21.521525,36.017220,-22.008610,-13.345633,28.878229,5.375154
0.0045,3.257073,-3.701107,-6.958180,0.222017,5.107626,-5.329643,21.521525,36.020910,-22.008610,-13.343173,28.878229,5.376384
0.005,3.255843,-3.701107,-6.956950,0.222632,5.106396,-5.329028,21.521525,36.023370,-22.008610,-13.341943,28.878229,5.375154
0.0055,3.254613,-3.702337,-6.956950,0.223862,5.105781,-5.329643,21.521525,36.027060,-22.006150,-13.338253,28.879459,5.376384
0.006,3.254613,-3.703567,-6.958180,0.224477,5.106396,-5.330873,21.521525,36.030750,-22.003690,-13.337023,28.880689,5.377614
0.0065,3.254613,-3.703567,-6.958180,0.224477,5.106396,-5.330873,21.521525,36.034440,-22.001230,-13.337023,28.880689,5.378844
0.007,3.253383,-3.703567,-6.956950,0.225092,5.105166,-5.330258,21.521525,36.035670,-22.000000,-13.338253,28.880689,5.378844
0.0075,3.253383,-3.702337,-6.955720,0.224477,5.104551,-5.329028,21.523985,36.036900,-22.000000,-13.339483,28.880689,5.378844
0.008,3.252153,-3.702337,-6.954490,0.225092,5.103321,-5.328413,21.525215,36.038130,-22.002460,-13.340713,28.881919,5.378844
0.0085,3.250923,-3.702337,-6.953260,0.225707,5.102091,-5.327798,21.527675,36.039360,-22.001230,-13.340713,28.885609,5.381304
0.009,3.250923,-3.702337,-6.953260,0.225707,5.102091,-5.327798,21.527675,36.040590,-22.001230,-13.340713,28.886839,5.382534
0.0095,3.253383,-3.701107,-6.954490,0.223862,5.103936,-5.327798,21.526445,36.041820,-21.997540,-13.338253,28.889299,5.384994
0.01,3.258303,-3.698647,-6.956950,0.220172,5.107626,-5.327798,21.523985,36.044280,-21.992620,-13.333333,28.891759,5.388684
0.0105,3.261993,-3.696187,-6.958180,0.217097,5.110086,-5.327183,21.522755,36.046740,-21.986470,-13.328413,28.895449,5.393604
0.011,3.264453,-3.694957,-6.959410,0.215252,5.111931,-5.327183,21.521525,36.047970,-21.984010,-13.325953,28.897909,5.397294
0.0115,3.264453,-3.693727,-6.958180,0.214637,5.111316,-5.325953,21.522755,36.050431,-21.982780,-13.325953,28.901599,5.398524
0.012,3.263223,-3.693727,-6.956950,0.215252,5.110086,-5.325338,21.522755,36.049200,-21.987700,-13.329643,28.900369,5.396064
0.0125,3.260763,-3.694957,-6.955720,0.217097,5.108241,-5.325338,21.523985,36.049200,-21.992620,-13.332103,28.900369,5.393604
0.013,3.257073,-3.697417,-6.954490,0.220172,5.105781,-5.325953,21.523985,36.049200,-21.996310,-13.335793,28.900369,5.391144
0.0135,3.257073,-3.698647,-6.955720,0.220787,5.106396,-5.327183,21.521525,36.047970,-22.000000,-13.338253,28.899139,5.388684
0.014,3.257073,-3.701107,-6.958180,0.222017,5.107626,-5.329643,21.520295,36.049200,-22.000000,-13.339483,28.899139,5.388684
0.0145,3.257073,-3.702337,-6.959410,0.222632,5.108241,-5.330873,21.517835,36.050431,-21.997540,-13.339483,28.899139,5.389914
0.015,3.258303,-3.703567,-6.961870,0.222632,5.110086,-5.332718,21.517835,36.054121,-21.995080,-13.337023,28.901599,5.392374
0.0155,3.259533,-3.701107,-6.960640,0.220787,5.110086,-5.330873,21.519065,36.056581,-21.993850,-13.337023,28.902829,5.393604
0.016,3.259533,-3.699877,-6.959410,0.220172,5.109471,-5.329643,21.519065,36.060271,-21.995080,-13.338253,28.905289,5.392374
0.0165,3.260763,-3.698647,-6.959410,0.218942,5.110086,-5.329028,21.520295,36.061501,-21.997540,-13.340713,28.905289,5.388684
0.017,3.259533,-3.699877,-6.959410,0.220172,5.109471,-5.329643,21.520295,36.061501,-22.000000,-13.343173,28.905289,5.386224
0.0175,3.260763,-3.699877,-6.960640,0.219557,5.110701,-5.330258,21.519065,36.059041,-22.001230,-13.345633,28.904059,5.383764
0.018,3.260763,-3.702337,-6.963100,0.220787,5.111931,-5.332718,21.517835,36.057811,-22.000000,-13.345633,28.905289,5.382534
0.0185,3.260763,-3.704797,-6.965560,0.222017,5.113161,-5.335178,21.517835,36.056581,-21.997540,-13.343173,28.907749,5.383764
0.019,3.263223,-3.702337,-6.965560,0.219557,5.114391,-5.333948,21.516605,36.055351,-21.995080,-13.340713,28.910209,5.386224
0.0195,3.264453,-3.701107,-6.965560,0.218327,5.115006,-5.333333,21.517835,36.059041,-21.988930,-13.334563,28.915129,5.391144
0.02,3.264453,-3.699877,-6.964330,0.217712,5.114391,-5.332103,21.519065,36.060271,-21.982780,-13.327183,28.920049,5.393604
0.0205,3.264453,-3.699877,-6.964330,0.217712,5.114391,-5.332103,21.520295,36.062731,-21.976630,-13.321033,28.923739,5.397294
0.021,3.263223,-3.699877,-6.963100,0.218327,5.113161,-5.331488,21.523985,36.067651,-21.969250,-13.314883,28.928659,5.400984
0.0215,3.261993,-3.699877,-6.961870,0.218942,5.111931,-5.330873,21.526445,36.070111,-21.965560,-13.312423,28.932349,5.400984
0.022,3.260763,-3.697417,-6.958180,0.218327,5.109471,-5.327798,21.528905,36.073801,-21.964330,-13.311193,28.936039,5.402214
0.0225,3.259533,-3.696187,-6.955720,0.218327,5.107626,-5.325953,21.530135,36.075031,-21.964330,-13.311193,28.938499,5.400984
0.023,3.259533,-3.694957,-6.954490,0.217712,5.107011,-5.324723,21.528905,36.073801,-21.965560,-13.313653,28.938499,5.398524
0.0235,3.258303,-3.697417,-6.955720,0.219557,5.107011,-5.326568,21.528905,36.075031,-21.965560,-13.313653,28.938499,5.398524
0.024,3.255843,-3.698647,-6.954490,0.221402,5.105166,-5.326568,21.527675,36.076261,-21.965560,-13.314883,28.938499,5.397294
0.0245,3.255843,-3.698647,-6.954490,0.221402,5.105166,-5.326568,21.525215,36.077491,-21.965560,-13.314883,28.938499,5.397294
0.025,3.254613,-3.698647,-6.953260,0.222017,5.103936,-5.325953,21.525215,36.079951,-21.965560,-13.313653,28.940959,5.398524
0.0255,3.257073,-3.697417,-6.954490,0.220172,5.105781,-5.325953,21.523985,36.082411,-21.965560,-13.313653,28.942189,5.399754
0.026,3.258303,-3.697417,-6.955720,0.219557,5.107011,-5.326568,21.521525,36.083641,-21.966790,-13.313653,28.940959,5.399754
0.0265,3.259533,-3.698647,-6.958180,0.219557,5.108856,-5.328413,21.520295,36.086101,-21.964330,-13.312423,28.940959,5.399754
0.027,3.260763,-3.701107,-6.961870,0.220172,5.111316,-5.331488,21.520295,36.088561,-21.961870,-13.311193,28.940959,5.399754
0.0275,3.261993,-3.701107,-6.963100,0.219557,5.112546,-5.332103,21.517835,36.088561,-21.960640,-13.311193,28.940959,5.399754
0.028,3.263223,-3.701107,-6.964330,0.218942,5.113776,-5.332718,21.517835,36.089791,-21.958180,-13.311193,28.942189,5.399754
0.0285,3.264453,-3.698647,-6.963100,0.217097,5.113776,-5.330873,21.516605,36.089791,-21.956950,-13.311193,28.943419,5.400984
0.029,3.265683,-3.697417,-6.963100,0.215867,5.114391,-5.330258,21.516605,36.092251,-21.954490,-13.311193,28.942189,5.400984
0.0295,3.265683,-3.696187,-6.961870,0.215252,5.113776,-5.329028,21.515375,36.093481,-21.953260,-13.308733,28.942189,5.402214
0.03,3.266913,-3.694957,-6.961870,0.214022,5.114391,-5.328413,21.515375,36.094711,-21.949569,-13.303813,28.944649,5.405904
0.0305,3.268143,-3.694957,-6.963100,0.213407,5.115621,-5.329028,21.516605,36.095941,-21.944649,-13.298893,28.948339,5.410824
0.031,3.268143,-3.693727,-6.961870,0.212792,5.115006,-5.327798,21.519065,36.098401,-21.942189,-13.295203,28.950800,5.413284
0.0315,3.268143,-3.692497,-6.960640,0.212177,5.114391,-5.326568,21.519065,36.099631,-21.942189,-13.296433,28.952030,5.412054
0.032,3.270603,-3.688807,-6.959410,0.209102,5.115006,-5.324108,21.519065,36.102091,-21.942189,-13.297663,28.953260,5.409594
0.0325,3.271833,-3.687577,-6.959410,0.207872,5.115621,-5.323493,21.516605,36.102091,-21.945879,-13.302583,28.953260,5.404674
0.033,3.274293,-3.686347,-6.960640,0.206027,5.117466,-5.323493,21.515375,36.102091,-21.949569,-13.306273,28.952030,5.399754
0.0335,3.276753,-3.686347,-6.963100,0.204797,5.119926,-5.324723,21.515375,36.103321,-21.952030,-13.309963,28.952030,5.396064
0.034,3.277983,-3.686347,-6.964330,0.204182,5.121156,-5.325338,21.517835,36.105781,-21.952030,-13.311193,28.952030,5.396064
0.0345,3.277983,-3.686347,-6.964330,0.204182,5.121156,-5.325338,21.517835,36.107011,-21.952030,-13.312423,28.953260,5.394834
0.035,3.277983,-3.686347,-6.964330,0.204182,5.121156,-5.325338,21.519065,36.109471,-21.950800,-13.311193,28.954490,5.396064
0.0355,3.275523,-3.686347,-6.961870,0.205412,5.118696,-5.324108,21.520295,36.111931,-21.949569,-13.309963,28.956950,5.396064
0.036,3.274293,-3.687577,-6.961870,0.206642,5.118081,-5.324723,21.519065,36.114391,-21.953260,-13.312423,28.954490,5.392374
0.0365,3.273063,-3.690037,-6.963100,0.208487,5.118081,-5.326568,21.517835,36.116851,-21.954490,-13.313653,28.953260,5.389914
0.037,3.270603,-3.692497,-6.963100,0.210947,5.116851,-5.327798,21.517835,36.118081,-21.955720,-13.312423,28.952030,5.387454
